#,tweet_id,evidence_url,claim_reviewed,indian
3028,1.23899626529742E+018,https://www.altnews.in/video-of-hindu-monk-beaten-for-misbehaving-with-child-shared-with-false-communal-narrative/,Video of a Hindu priest beaten for getting inside their train coach with majority Christians,1
3030,1.23911681544971E+018,https://www.altnews.in/video-of-hindu-monk-beaten-for-misbehaving-with-child-shared-with-false-communal-narrative/,Video of a Hindu priest beaten for getting inside their train coach with majority Christians,1
3079,1.24564850485421E+018,https://www.altnews.in/video-verification-locals-in-indores-tatpatti-bakhal-area-pelt-stones-at-health-workers/,Video of locals in Indore chasing away health workers and pelting stones at them,1
3088,1.23790808429668E+018,https://www.altnews.in/no-china-didnt-grant-permission-to-read-quran-in-the-light-of-coronavirus-epidemic/,Video of people in China given permission to read the Quran in the light of coronavirus epidemic,1
3090,1.24214369515729E+018,https://www.altnews.in/vidoe-of-a-corona-virus-patient-named-mubashir-viral-as-that-of-deceased-26-year-old-doctor-riaz/,Video of the final message by Pakistani doctor Usama Riaz who lost his life after contracting the virus while treating coronavirus patients,1
3141,1.29019226912803E+018,https://www.boomlive.in/fast-check/no-this-video-does-not-show-frances-farewell-to-rafale-aircraft-9147,Video show farewell from France with jets forming Indian tricolour for Rafale aircraft destined for India,1
3148,1.28068868958088E+018,https://www.boomlive.in/fast-check/no-this-video-does-not-show-people-standing-on-ram-setu-bridge-8804,Video showing people standing on Ram Setu in Tamil Nadu in the middle of the sea.,1
3149,1.22940527454654E+018,https://www.boomlive.in/fake-news/coronavirus-indonesian-market-video-viral-as-wuhan-china-6697,"Video showing unhygienic animal market in Wuhan, China",1
3156,1.2213118631677E+018,https://www.boomlive.in/fake-news/was-a-bjp-candidate-caught-on-video-offering-a-bribe-to-delhi-voters-6655,Video shows BJP candidate offering a bribe to voters in Delhi,1
3162,1.23899626529742E+018,https://www.boomlive.in/fake-news/video-of-alleged-molester-thrashed-in-train-shared-with-communal-spin-7270,Video shows Christian passengers beating a Hindu monk for sitting in their compartment,1
3168,1.24163725635335E+018,https://www.boomlive.in/fake-news/no-trump-did-not-announce-the-launch-of-a-coronavirus-vaccine-by-roche-7248,Video shows Donald Trump announcing the launch of COVID-19 coronavirus vaccines by Roche Medical Company.,1
3181,1.28813421988184E+018,https://www.boomlive.in/fake-news/2018-video-of-dhol-tasha-performance-peddled-as-ram-mandir-celebration-9091,Video shows Indians celebrating in Spain on the occasion of building Ram temple in Ayodhya.,1
3184,1.21701124062031E+018,https://www.boomlive.in/doctored-video-of-kanhaiya-kumar-speaking-on-islam-revived/,Video shows Kanhaiya Kumar is actually a Muslim,1
3210,1.29245832157277E+018,https://www.boomlive.in/fake-news/video-of-men-uprooting-saplings-in-pakistan-viral-with-islamophobic-claim-9238,Video shows Muslims uprooting saplings in Pakistan as planting trees is against Islam,1
3212,1.2924766823103E+018,https://www.boomlive.in/fake-news/video-of-men-uprooting-saplings-in-pakistan-viral-with-islamophobic-claim-9238,Video shows Muslims uprooting saplings in Pakistan as planting trees is against Islam,1
3223,1.29313840977124E+018,https://www.boomlive.in/fake-news/this-video-does-not-show-vladimir-putins-daughter-receiving-covid-19-shots-9270,Video shows Putins daughter being injected with COVID-19 vaccine,1
3224,1.29312235636211E+018,https://www.boomlive.in/fake-news/this-video-does-not-show-vladimir-putins-daughter-receiving-covid-19-shots-9270,Video shows Putins daughter being injected with COVID-19 vaccine,1
3231,1.24575013338114E+018,https://www.boomlive.in/fake-news/dated-video-of-trupti-desai-being-detained-revived-with-lockdown-twist-7501,Video shows Trupti Desai was arrested by police while trying to buy liquor during the lockdown,1
3240,1.28336642571808E+018,https://www.boomlive.in/fake-news/digitally-edited-clip-viral-as-three-eyed-baby-born-in-germany-8874,Video shows a child born in Germany with three eyes,1
3254,1.21601652349363E+018,https://www.boomlive.in/fake-news/video-of-cops-thrashed-resurfaces-with-communal-spin-6546,Video shows cops being thrashed by Muslims,1
3255,1.26393086138225E+018,https://www.boomlive.in/fake-news/video-of-pm-modis-visit-to-cyclone-hit-wb-edited-with-chowkidar-chor-hai-8220,Video shows crowd chanting Chowkidar chor hai slogans as PM Modi leaves in West Bengals Basirhat after Cyclone Amphan,1
3256,1.2658368375804E+018,https://www.boomlive.in/fake-news/2016-video-of-birds-swarming-a-texas-supermarket-shared-as-saudi-arabia-8286,Video shows crows not allowing customers to come out of a super market in Saudi.,1
3269,1.22315819357822E+018,https://www.boomlive.in/fake-news/amit-malviya-revives-old-video-of-aap-rally-with-misleading-caption-6729,Video shows man being lynched at a Kejriwal rally.,1
3270,1.22316343181918E+018,https://www.boomlive.in/fake-news/amit-malviya-revives-old-video-of-aap-rally-with-misleading-caption-6729,Video shows man being lynched at a Kejriwal rally.,1
3277,1.26896785808153E+018,https://www.boomlive.in/fake-news/video-of-policeman-set-on-fire-in-mexico-passed-off-as-us-protests-8393,Video shows policeman being set on fire during protests following George Floyds death.,1
3279,1.35553992785791E+018,https://www.boomlive.in/fake-news/did-avoiding-the-future-plague-psa-predict-covid-19-pandemic-10237,Video shows public service announcement from 1956 predicting the 2020 COVID-19 pandemic.,1
3282,1.29342323663441E+018,https://www.boomlive.in/fake-news/flight-simulation-video-peddled-as-pilots-battling-crosswinds-9269,Video shows some hair raising landings which still managed to survive a crash,1
3284,1.29212510733523E+018,https://www.boomlive.in/fake-news/retd-vice-admirals-video-viral-as-air-india-pilot-deepak-sathe-singing-9227,"Video shows song rendered by Deepak Sathe, Air India Express Pilot, who passed away in Kerala plane crash",1
3289,1.25405638811793E+018,https://www.boomlive.in/fake-news/us-students-sing-national-anthem-to-thank-india-for-hydroxychloroquine-a-factcheck-7804,Video shows students in the US sang the Indian national anthem to thank India for supplying hydroxychloroquine,1
3299,1.26749436301538E+018,https://www.boomlive.in/fake-news/fbi-agent-accidentally-arrested-during-2020-us-protests-a-factcheck-8328,Video shows undercover FBI agent being accidentally arrested during the 2020 US protests.,1
3302,1.26741674900113E+018,https://www.boomlive.in/fake-news/fbi-agent-accidentally-arrested-during-2020-us-protests-a-factcheck-8328,Video shows undercover FBI agent being accidentally arrested during the 2020 US protests.,1
3308,1.26746798225251E+018,https://www.boomlive.in/fake-news/fbi-agent-accidentally-arrested-during-2020-us-protests-a-factcheck-8328,Video shows undercover FBI agent being accidentally arrested during the 2020 US protests.,1
5154,1.47329459715765E+018,https://www.altnews.in/bjp-leader-gives-false-communal-spin-to-domestic-violence-case-in-pak-media-follows-suit/,Hindu woman abducted by Muslims in Pakistan,1
5225,1.39143471762751E+018,https://www.altnews.in/did-upa-govt-build-only-one-aiims-institute-during-their-tenure-false-claim-viral/,UPA govt built only one AIIMS institute during their tenure,1
5256,1.44889940494178E+018,https://www.altnews.in/fact-check-did-india-fall-from-55-to-103-in-global-hunger-index-rankings-between-2014-18/,India was ranked 55 in 2014 Global Hunger Index,1
5316,1.44898910538416E+018,https://www.altnews.in/has-indias-global-hunger-index-ranking-fallen-from-55-in-2014-to-102-in-2019-a-fact-check/,India's ranking in Global Hunger Index (GHI) has fallen from 55 in 2014 to 102 in 2019,1
5554,1.40478727083874E+018,https://www.altnews.in/media-falsely-reports-ramayana-mahabharata-to-be-taught-in-saudi-arabian-schools/,Ramayana and Mahabharata will be taught in Saudi Arabia,1
5559,1.41727789254375E+018,https://www.altnews.in/media-falsely-reports-ramayana-mahabharata-to-be-taught-in-saudi-arabian-schools/,Ramayana and Mahabharata will be taught in Saudi Arabia,1
5627,1.44704900192097E+018,https://www.altnews.in/no-this-is-not-punjab-cm-charanjit-channi-getting-baptised/,Punjab CM Charanjit Singh Channi gets baptised,1
5628,1.44707168859253E+018,https://www.altnews.in/no-this-is-not-punjab-cm-charanjit-channi-getting-baptised/,Punjab CM Charanjit Singh Channi gets baptised,1
5631,1.41020113224945E+018,https://www.altnews.in/no-white-house-has-not-declared-manmohan-singh-as-the-most-honest-political-leader/,White House declares Manmohan Singh as most honest political leader,1
5684,1.40361190000122E+018,https://www.altnews.in/opindia-twists-womans-allegation-of-eve-teasing-at-tikri-border-as-rape-woman-issues-legal-notice/,Woman raped/ molested at Tikri border,1
5707,1.39088955249208E+018,https://www.altnews.in/punjab-drug-control-officer-says-remdesivir-vials-found-in-bhakra-canal-are-fake/,Genuine Remdesivir vials thrown in Bhakra canal in Punjab,1
5779,1.38857233056611E+018,https://www.altnews.in/video-of-reliance-stickers-installed-on-oxygen-tankers-viral-with-false-claim/,Reliance taking credit for oxygen supplied by Saudi Arabia,1
5782,1.38915132147598E+018,https://www.altnews.in/video-of-reliance-stickers-installed-on-oxygen-tankers-viral-with-false-claim/,Reliance taking credit for oxygen supplied by Saudi Arabia,1
5785,1.39066568471612E+018,https://www.altnews.in/video-of-reliance-stickers-installed-on-oxygen-tankers-viral-with-false-claim/,Reliance taking credit for oxygen supplied by Saudi Arabia,1
5803,1.39072849959848E+018,https://www.altnews.in/video-of-reliance-stickers-installed-on-oxygen-tankers-viral-with-false-claim/,Reliance taking credit for oxygen supplied by Saudi Arabia,1
5825,1.4329802650648E+018,https://www.altnews.in/were-modi-modi-slogans-raised-in-pakistan-parliament-india-tv-tv9-bharatvarsh-misreport/,'Modi Modi' slogans raised in Pakistani parliament,1
5826,1.43347193705379E+018,https://www.altnews.in/were-modi-modi-slogans-raised-in-pakistan-parliament-india-tv-tv9-bharatvarsh-misreport/,'Modi Modi' slogans raised in Pakistani parliament,1
5831,1.39997602009508E+018,https://www.altnews.in/zee-hindustan-links-video-from-ecuador-to-nurse-booked-in-up-for-throwing-vaccine-filled-syringes/,Video of ANM Neha Khan caught in UP pretending to vaccinate patient,1
5861,1.43450695831738E+018,https://www.boomlive.in/fact-check/muzaffarnagar-maha-panchayat-rakesh-tikait-allah-hu-akbar-har-har-mahadev-farmers-protest-viral-video-fact-check-14581,"Tikait arrived in Muzaffarnagar Mahapanchayat, Slogans of Allah Hu Akbar! Is this a farmers movement? Is this anti-Modi-Yogi or support for something specific?",1
5913,1.42761674020515E+018,https://www.boomlive.in/fact-check/afghanistan-aircraft-afghans-flee-taliban-viral-video-digital-creation-14341,Video shows an Afghan national lying on the wing of a flying aircraft.,1
5949,1.41902425046016E+018,https://www.boomlive.in/fact-check/fact-check-tokyo-olympics-surya-namaskar-viral-video-old-mongolia-yoga-event-video-14022,Video shows people are doing Surya Namaskar in Tokyo Olympics.,1
5986,1.38915132147598E+018,https://www.altnews.in/video-of-reliance-stickers-installed-on-oxygen-tankers-viral-with-false-claim/,Oxygen sent from Saudi Arabia is being distributed in the name of Reliance,1
5988,1.44386664634341E+018,https://www.boomlive.in/fact-check/fake-news-republic-tv-zee-hindustan-pakistan-airstrikes-panjshir-valley-taliban-afghanistan-arma-3-video-game-factcheck-14582,Footage shows airstrikes in Panjshir valley by Pakistani airforce,1
6010,1.39322093135963E+018,https://www.boomlive.in/fact-check/fake-news-viral-photo-ganga-river-dead-bodies-2015-photo-covid-19-bihar-buxar-factcheck-13126,"Recent photo shows dead bodies floating in the Ganga near Buxar, Bihar",1
6016,1.43091017109454E+018,https://www.boomlive.in/fact-check/fake-news-viral-video-indian-army-jawans-mamun-military-station-pathankot-collapsed-heat-endurance-traning-covid19-vaccine-factcheck-14469,Video shows after the Indian army vaccinated its troops many of them dropped dead,1
6018,1.39524577867579E+018,https://www.boomlive.in/fact-check/fake-news-viral-video-palastine-israel-kerala-muslims-qatar-grand-mosque-doha-wayanad-factcheck-13223,Clip shows Pro-Palestine protest in Keralas Wayanad,1
6028,1.43653107812718E+018,https://www.boomlive.in/fact-check/movie-scene-falsely-shared-as-taliban-torturing-panjshir-locals-14682,Video shows the Taliban locking up Afghan nationals in Panjshir in shipping containers,1
6030,1.43666448109084E+018,https://www.boomlive.in/fact-check/movie-scene-falsely-shared-as-taliban-torturing-panjshir-locals-14682,Video shows the Taliban locking up Afghan nationals in Panjshir in shipping containers,1
6035,1.43308613666298E+018,https://www.boomlive.in/fact-check/old-video-afghan-corona-pandemic-afghanistan-pakistan-border-viral-false-claim-14522,Video shows Afghans are entering into Pakistan after the Taliban takeover.,1
6036,1.43311283528277E+018,https://www.boomlive.in/fact-check/old-video-afghan-corona-pandemic-afghanistan-pakistan-border-viral-false-claim-14522,Video shows Afghans are entering into Pakistan after the Taliban takeover.,1
6060,1.45512059705526E+018,https://www.boomlive.in/fact-check/politics/fake-news-maharashtra-navnirman-sena-diwali-program-shivaji-park-viral-video-eid-lighting-technical-mistake-dadar-mumbai-factcheck-15409,"Video shows Chhatrapati Shivaji Park in Dadar, Mumbai has Eid wishes in decorative lighting",1
6067,1.4475207041072E+018,https://www.boomlive.in/fact-check/politics/fake-news-viral-video-2012-us-veterans-discarding-service-medals-no-nato-no-war-afghanistan-protest-factcheck-15100,"Video shows 40,000 US soldiers who fought in Afghanistan and Iraq, resigned and threw away their war medals",1
6095,1.4556078099454E+018,https://www.boomlive.in/fact-check/politics/viral-video-police-chanting-hindu-slogan-tripura-riot-old-video-15353,"Video shows Tripura Police is leading the rioters to burn mosques, Muslims houses and their shops.",1
6097,1.47541901844188E+018,https://www.boomlive.in/fact-check/politics/viral-video-reddy-tirupati-temple-donation-robbery-case-vellore-tamil-nadu-unrelated-16203,Video shows Income Tax officers recovered crores of cash and gold from Tirumala Tirupati Devasthanams board member J. Sekhar Reddy.,1
6108,1.39423709218029E+018,https://www.boomlive.in/fact-check/saudi-arabia-clip-shared-as-cyclone-tauktae-destruction-at-mumbais-trident-hotel-13166,"Video shows aftermath of Cyclone Tauktae in Hotel Trident, Nariman Point",1
6157,1.42723872900595E+018,https://www.boomlive.in/have-upa-era-oil-bonds-prevented-modi-govt-from-reducing-oil-prices/,Modi Govt Has Paid Back UPA-era Oil Bonds Of Rs 1.3 Lakh Crore,1
6184,1.45880473661074E+018,https://www.boomlive.in/world/fake-news-covid-19-vaccine-stampede-south-africa-children-dead-15536,Video shows children who died after receiving COVID-19 vaccine.,1
6214,1.46778096775027E+018,https://www.factchecker.in/fact-check/factcheck-have-fuel-prices-increased-due-to-oil-bonds-issued-by-upa-756951,Hike in fuel prices because of oil bonds issued by United Progressive Alliance (UPA) government,1
6220,1.41416508022096E+018,https://www.factchecker.in/fact-check/factcheck-have-fuel-prices-increased-due-to-oil-bonds-issued-by-upa-756951,Hike in fuel prices because of oil bonds issued by United Progressive Alliance (UPA) government,1
6232,1.4315520730326E+018,https://www.indiatoday.in/fact-check/story/fact-check-did-nostradamus-predict-the-coronavirus-pandemic-in-16th-century-1696567-2020-07-03,"French astrologer Nostradamus had predicted the outbreak of coronavirus in his book “Les Prophéties”.
",1
6306,1.41674815296786E+018,https://www.indiatoday.in/fact-check/story/fact-check-france-has-not-banned-unvaccinated-people-from-purchasing-food-at-supermarkets-1828670-2021-07-15,"Come August 1, people in France will not be allowed to purchase food from supermarkets unless they are vaccinated.",1
6307,1.42841776809808E+018,https://www.indiatoday.in/fact-check/story/fact-check-france-has-not-banned-unvaccinated-people-from-purchasing-food-at-supermarkets-1828670-2021-07-15,"Come August 1, people in France will not be allowed to purchase food from supermarkets unless they are vaccinated.",1
6347,1.36417702341384E+018,https://www.indiatoday.in/fact-check/story/fact-check-these-are-not-rss-workers-dragged-through-the-streets-of-kerala-by-popular-front-1771333-2021-02-20,Video shows RSS workers in chains being marched through the streets of Kerala by Popular Front of India (PFI) activists.,1
6368,1.39499128403764E+018,https://www.indiatoday.in/fact-check/story/fact-check-viral-clipping-of-ht-newspaper-claiming-pm-modi-missing-is-fake-1802729-2021-05-14,Hindustan Times published a classified advertisement about PM Modi gone missing.,1
6377,1.45698848305089E+018,https://www.indiatoday.in/fact-check/story/fact-check-was-pm-modi-wearing-shoes-inside-kedarnath-temple-1532187-2019-05-22,PM Modi entered the Kedarnath temple in shoes.,1
6392,1.43231655198258E+018,https://www.indiatoday.in/fact-check/story/taliban-unsc-terror-organisations-list-india-fact-check-1847321-2021-08-31,The United Nations Security Council has removed Taliban from the list of terror groups. It has recognised Taliban as an entity to drive forward the political process. This at a time Narendra Modi is presiding over UNSC.,1
6425,1.40511446747031E+018,https://www.boomlive.in/fact-check/pm-modi-two-covid-vaccines-made-in-india-fact-check-13447,India has two made in India vaccines that are currently being given to its citizens,1
6430,1.3481278863692E+018,https://www.boomlive.in/fact-check/fact-check-fake-news-balakot-zafar-hilaly-ani-india-today-surgical-strike-300-deaths-pakistan-narendra-modi-11487,Former Pak diplomat admits 300 casualties in Balakot airstrike by India,1
6457,1.36266071666727E+018,https://www.boomlive.in/fact-check/false-claims-go-viral-about-patanjalis-coronil-approved-by-who-12061,Coronil certified by WHO as coronavirus treatment,1
6476,1.38077670946574E+018,https://www.boomlive.in/fact-check/fake-news-locket-chatterjee-car-broken-from-inside-west-bengal-elections-bjp-tmc-voting-factcheck-12704,BJP leader Locket Chatterjees car window broken from inside,1
6516,1.45187971325789E+018,https://www.boomlive.in/fact-check/world/viral-video-kolkata-west-bengal-bangladesh-violence-false-claim-15255,Video shows hundreds of Muslims are shouting to stop puja at a Kali Mata temple in Kolkata.,1
6519,1.45360923379928E+018,https://www.boomlive.in/fact-check/fugitive-diamond-businessman-nirav-modi-arrest-london-court-statement-bjp-india-fake-news-13431,Nirav Modi says in Londin court that he did not flee India but was expelled and BJP leaders took a share for it.,1
6525,1.46854748468316E+018,https://www.boomlive.in/fact-check/video-from-syria-peddled-as-fatal-crash-that-killed-cds-bipin-rawat-15932,Video shows how General Bipin Rawats helicopter crashed,1
6618,1.3797679133227E+018,https://www.altnews.in/chhattisgarh-youth-congres-uses-morphed-image-to-accuse-bjp-the-news-is-real-but-one-year-old/,BJP leader arrested in connected with recent Maoist attack in Bijapur,1
6636,1.38847474049545E+018,https://www.altnews.in/video-of-reliance-stickers-installed-on-oxygen-tankers-viral-with-false-claim/,Reliance taking credit for oxygen supplied by Saudi Arabia,1
6664,1.39071531947644E+018,https://www.altnews.in/video-of-reliance-stickers-installed-on-oxygen-tankers-viral-with-false-claim/,Reliance taking credit for oxygen supplied by Saudi Arabia,1
6736,1.43086194030211E+018,https://www.altnews.in/old-video-from-karnataka-shared-amid-protests-by-hindu-groups-in-ujjain/,Hindu groups take out rally in Ujjain against 'Pakistan Zindabad' slogans raised,1
6740,1.43698517142989E+018,https://www.altnews.in/media-falsely-reports-ramayana-mahabharata-to-be-taught-in-saudi-arabian-schools/,Ramayana and Mahabharata will be taught in Saudi Arabia,1
6753,1.44563874979103E+018,https://www.altnews.in/ankit-das-owner-of-second-car-in-lakhimpur-incident-is-a-bjp-supporter/,Congress leader was in the Fortuner that ran over farmers in Lakhimpur,1
6766,1.45082810036784E+018,https://www.altnews.in/prakash-javadekar-shares-8-month-old-video-as-govt-supplying-coal-amid-recent-shortage/,Video of 4 km long rack train with 4 engines running to supply coal to power plants,1
6828,1.39773864394342E+018,https://www.vishvasnews.com/english/world/fact-check-old-video-of-boris-johnson-shopping-as-common-citizen-shared-as-recent/,Boris came as a common citizen and caught doing shopping during the time of Corona Outbreak,1
6829,1.32471587648706E+018,https://www.altnews.in/bjps-himanta-biswa-media-falsely-claim-pakistan-zindabad-slogans-raised-by-aiudf-supporters/,'Pakistan zindabad' slogans raised while welcoming AIUDF chief Maulana Badruddin Ajmal at Silchar airport,1
6858,1.32459439070316E+018,https://www.altnews.in/bjps-himanta-biswa-media-falsely-claim-pakistan-zindabad-slogans-raised-by-aiudf-supporters/,'Pakistan zindabad' slogans raised while welcoming AIUDF chief Maulana Badruddin Ajmal at Silchar airport,1
6974,1.49922222882667E+018,https://www.altnews.in/mea-denies-russia-stopped-war-for-6-hours-at-indias-behest/,Russia stopped war for six hours for India to students to evacuate safely,1
7031,1.50042112717627E+018,https://www.altnews.in/staged-video-shared-as-bihar-groom-refuses-to-marry-due-to-dowry/,Bihar groom refusing to marry if not given dowry,1
7070,1.48872101753083E+018,https://www.altnews.in/video-from-thane-falsely-viral-as-muslim-woman-preventing-flag-hoisting-on-r-day/,Muslim woman in Maharashtra blocking flag hoisting and snatching Bharat Mata's photo on Republic Day,1
7072,1.48857754814998E+018,https://www.altnews.in/video-from-thane-falsely-viral-as-muslim-woman-preventing-flag-hoisting-on-r-day/,Muslim woman in Maharashtra blocking flag hoisting and snatching Bharat Mata's photo on Republic Day,1
7109,1.4910047814897E+018,https://www.boomlive.in/fact-check/politics/karnataka-national-flag-replaced-with-saffron-flag-replaces-indian-flag-shivamogga-karnataka-hijab-row-factcheck-16683,"Video shows National flag being replaced with saffron flag in Shivamogga, Karnataka",1
7117,1.32890503277586E+018,https://www.boomlive.in/fake-news/2014-video-shared-as-hindu-chants-recited-at-white-house-for-joe-biden-10735,Video showing vedic chants recited at White House on first working  day of US President Joe Biden,1
7147,1.2109036115486E+018,https://www.altnews.in/no-anti-caa-protesters-did-not-chant-pakistan-zindabad-in-lucknow-rally/,'Pakistan zindabad' slogan raised by anti-CAA protesters in Lucknow rally,1
7169,1.21091192690291E+018,https://www.altnews.in/no-anti-caa-protesters-did-not-chant-pakistan-zindabad-in-lucknow-rally/,'Pakistan zindabad' slogan raised by anti-CAA protesters in Lucknow rally,1
7182,1.21095934327474E+018,https://www.altnews.in/no-anti-caa-protesters-did-not-chant-pakistan-zindabad-in-lucknow-rally/,'Pakistan zindabad' slogan raised by anti-CAA protesters in Lucknow rally,1
7198,1.21094299147442E+018,https://www.altnews.in/no-anti-caa-protesters-did-not-chant-pakistan-zindabad-in-lucknow-rally/,'Pakistan zindabad' slogan raised by anti-CAA protesters in Lucknow rally,1
7224,1.21088841126487E+018,https://www.altnews.in/no-anti-caa-protesters-did-not-chant-pakistan-zindabad-in-lucknow-rally/,'Pakistan zindabad' slogan raised by anti-CAA protesters in Lucknow rally,1
7267,1.20641966564108E+018,https://www.altnews.in/no-amu-students-did-not-raise-the-slogan-hinduon-ki-kabr-khudegi/,"AMU students raise slogans, ""Hinduon ki kabr khudegi""",1
7446,1.20649694495826E+018,https://www.altnews.in/no-amu-students-did-not-raise-the-slogan-hinduon-ki-kabr-khudegi/,"AMU students raise slogans, ""Hinduon ki kabr khudegi""",1
7513,1.17418987284167E+018,https://www.altnews.in/unrelated-video-from-2017-shared-to-claim-delhi-police-halted-ambulance-for-bjp-mp-manoj-tiwari/,Delhi police halted ambulance for BJP MP Manoj Tiwari,1
7548,1.18442002536229E+018,https://www.altnews.in/has-indias-global-hunger-index-ranking-fallen-from-55-in-2014-to-102-in-2019-a-fact-check/,India's ranking in Global Hunger Index (GHI) has fallen from 55 in 2014 to 102 in 2019,1
7567,1.21009122670938E+018,https://www.altnews.in/video-from-2011-viral-with-false-claim-that-muslim-man-wore-sikh-turban-during-anti-caa-protest/%20%7C%20https:/twitter.com/Afraoo7/status/1210091226709381123,Muslim man dressed as Sikh during CAA protest,1
7576,1.20340134105129E+018,https://www.altnews.in/false-claim-muslim-parties-want-to-declare-belgium-an-islamic-state-after-recent-elections/,Muslim parties in Belgium seeking to establish Islamic state,1
7578,1.20578272810649E+018,https://www.altnews.in/false-claim-muslim-parties-want-to-declare-belgium-an-islamic-state-after-recent-elections/,Muslim parties in Belgium seeking to establish Islamic state,1
7579,1.20625306479918E+018,https://www.altnews.in/false-claim-muslim-parties-want-to-declare-belgium-an-islamic-state-after-recent-elections/,Muslim parties in Belgium seeking to establish Islamic state,1
7580,1.17272464462688E+018,https://www.altnews.in/jatayu-mythical-bird-from-ramayana-spotted-in-kerala-no-its-a-condor-from-argentina/,Mythical bird Jatayu spotted at Chadayamangalam in Kerala,1
7595,1.19229483919231E+018,https://www.boomlive.in/were-pakistan-flags-spotted-in-jalandhar-a-factcheck/,"Pakistan Flag Hoisted In Vijay Colony Of Jalandhar, Punjab",1
7600,1.19661708835953E+018,https://www.altnews.in/no-he-is-not-47-year-old-moinuddin-from-kerala-but-2019-student-from-jnu-named-pankaj-mishra/,Photo claimed to be of 47 year old JNU student Moinuddin,1
7659,1.1966912067695E+018,https://www.altnews.in/is-sonia-gandhi-the-4th-richest-woman-in-the-world-as-claimed-by-viral-social-media-posts/,Sonia Gandhi fourth richest in the world,1
7661,1.19928191788495E+018,https://www.altnews.in/tree-grows-through-car-overnight-no-it-is-an-art-installation/,Tree grows through car overnight,1
7663,1.17579021000269E+018,https://www.altnews.in/news18-cnbc-awaz-misreport-india-us-joint-army-exercise-as-howdy-modi-preparations/,US army playing the Indian national anthem in preparation for PM Modi,1
8011,1.1839730240741E+018,https://www.altnews.in/fact-check-did-india-fall-from-55-to-103-in-global-hunger-index-rankings-between-2014-18/,India was ranked 55 in 2014 Global Hunger Index,1
8039,1.2050870334645E+018,https://www.altnews.in/image-of-narasimha-idol-in-iskcon-wb-viral-as-32000-year-old-idol-found-in-germany/,A 32000-year-old idol of Lord Narasimha found in German,1
8128,1.19237070882489E+018,https://www.altnews.in/video-of-islamic-flags-hoisted-in-punjab-shared-as-pakistani-flags/,Video of Pakistani flags hoisted in Jalandhar's Vijay colony,1
8129,1.19196166990957E+018,https://www.altnews.in/video-of-islamic-flags-hoisted-in-punjab-shared-as-pakistani-flags/,Video of Pakistani flags hoisted in Jalandhar's Vijay colony,1
8132,1.19229483919231E+018,https://www.altnews.in/video-of-islamic-flags-hoisted-in-punjab-shared-as-pakistani-flags/,Video of Pakistani flags hoisted in Jalandhar's Vijay colony,1
8304,1.20045886755078E+018,https://www.altnews.in/viral-message-claims-nirbhaya-helpline-number-launched-for-women-safety-what-is-the-truth/,Women's helpline number 9833312222,1
8327,1.20350548542232E+018,https://www.altnews.in/old-video-of-public-execution-of-rape-convict-in-yemen-shared-as-dubai/,Video of a man shot to death for raping a five-year-old in Dubai after a court order within 15 minutes of the incident,1
8335,1.20563115674753E+018,https://www.altnews.in/did-it-take-19-photographers-62-days-to-capture-this-bird-fact-check/,It took 19 photographers 62 days to capture video of bird which is called Suraga in Tamil Nadu,1
8369,1.20551900332352E+018,https://www.altnews.in/rahul-gandhi-did-not-say-women-should-be-raped-as-claimed-by-union-minister-smriti-irani/,Rahul Gandhi said 'Rape in India' - women should be raped,1
8402,1.20582962716533E+018,https://www.altnews.in/old-video-shared-as-girl-found-in-mangalore-with-a-group-of-tamil-beggars/,This beautiful girl was seen in Mangalore with a group of Tamil beggars,1
8782,1.17236113880311E+018,https://www.altnews.in/old-video-from-himachal-pradesh-shared-as-felling-of-apple-trees-by-govt-in-kashmir/,Indian govt destroying apple gardens in Kashmir,1
8785,1.17366309459536E+018,https://www.altnews.in/old-video-from-himachal-pradesh-shared-as-felling-of-apple-trees-by-govt-in-kashmir/,Indian govt destroying apple gardens in Kashmir,1
8798,1.17309851323786E+018,https://www.altnews.in/media-outlets-fall-for-ips-officers-false-claim-about-pak-baby-smuggled-in-a-bag-to-dubai/,5-month-old baby kidnapped and carried to Dubai from Karachi inside a travel bag,1
8810,1.17537412703036E+018,https://www.altnews.in/media-outlets-fall-for-ips-officers-false-claim-about-pak-baby-smuggled-in-a-bag-to-dubai/,5-month-old baby kidnapped and carried to Dubai from Karachi inside a travel bag,1
8884,1.17579021000269E+018,https://www.boomlive.in/news-18-cnbc-awaaz-misreport-indo-us-army-exercise-as-howdy-modi-preparations/,US Army Playing Indian National Anthem In Preparation For PM Narendra Modi Arrival At Howdy Event.,1
8916,1.17582586953053E+018,https://www.boomlive.in/did-pm-modis-pro-growth-reforms-lift-300-mn-people-out-of-poverty-as-claimed-by-president-trump/,India helped 300 million people come out of poverty in a decade due to Modis pro-growth policies,1
8922,1.17640742278244E+018,https://www.boomlive.in/french-president-macron-dancing-with-his-wife-23-years-ago-a-factcheck/,"23 Years Old Television Clip Of Boy Who Is Current President Of France, Emmanuel Macron And The Lady Dancer Is His Then teacher And Current Wife.",1
8946,1.17708476614055E+018,https://www.altnews.in/video-of-scuffle-at-mangaluru-mall-shared-with-false-communal-narrative/,Scuffle at Mangaluru mall due to eve-teasing of girls by 'peacefuls',1
